dgp_type,n,target_overlap,sample_r2,learner,replication,theta_hat,se,ci_lower,ci_upper,ci_length,kappa_star,bias,coverage,rmse_m,rmse_l,mean_propensity,treatment_frac
binary,1000,0.99,0.14522227367343593,Oracle,0,0.9774543584058895,0.07507546402381651,0.8303064489192091,1.1246022678925698,0.29429581897336066,1.2120788573291543,-0.022545641594110544,1,0.0,0.0,0.6581836299802375,0.643
binary,1000,0.99,0.1499619280252134,Oracle,1,1.0199174192587293,0.0697679008382034,0.8831723336158506,1.156662504901608,0.27349017128575737,1.15958086016744,0.019917419258729252,1,0.0,0.0,0.6486676308429792,0.63
binary,1000,0.99,0.1540187558476374,Oracle,2,0.845381909732834,0.06866288758484389,0.71080265006654,0.979961169399128,0.26915851933258805,1.2013482828479813,-0.154618090267166,0,0.0,0.0,0.6558539773602303,0.652
binary,1000,0.99,0.14766444773598145,Oracle,3,0.9796850206335607,0.07057756095897691,0.8413530011539659,1.1180170401131555,0.27666403895918956,1.187750196519076,-0.020314979366439334,1,0.0,0.0,0.6541370933636955,0.662
binary,1000,0.99,0.1538577908429888,Oracle,4,1.0754004669536443,0.07450912006411067,0.9293625916279874,1.2214383422793014,0.29207575065131397,1.191179348855714,0.07540046695364433,1,0.0,0.0,0.6656536450421495,0.688
binary,1000,0.99,0.14993585246138524,OLS,0,1.1622018096811195,0.10201446972407002,0.9622534490219423,1.3621501703402967,0.3998967213183544,1.0329301837081655,0.16220180968111952,1,0.1670891749123786,1.2285178650098105,0.6655661311557313,0.662
binary,1000,0.99,0.1482674205642674,OLS,1,1.0101304071810047,0.10092963559772825,0.8123083214094573,1.207952492952552,0.3956441715430947,1.0365985731727714,0.010130407181004664,1,0.16038398811947988,1.2592234525979875,0.6665302139847483,0.652
binary,1000,0.99,0.1582257150551697,OLS,2,1.0210059694220974,0.0994740977777,0.8260367377778054,1.2159752010663893,0.38993846328858395,1.0318814511674064,0.021005969422097426,1,0.16486283969413407,1.1512112665960068,0.6516623495550103,0.674
binary,1000,0.99,0.14082737127614053,OLS,3,1.318920624288488,0.09724378701077428,1.1283228017473705,1.5095184468296057,0.38119564508223513,0.9922183538832092,0.3189206242884881,0,0.163434499591428,1.2112055245750242,0.6573168217223972,0.646
binary,1000,0.99,0.14818298351785605,OLS,4,1.1513968522257663,0.0929885131868692,0.9691393663795027,1.3336543380720298,0.3645149716925271,1.0447184112538022,0.15139685222576627,1,0.16503141381933667,1.2117968366638032,0.6517147433483523,0.649
binary,1000,0.99,0.14266387713025297,Lasso,0,1.2437081211503784,0.10003956830476846,1.0476305672730322,1.4397856750277247,0.39215510775469253,1.0425960209677245,0.24370812115037843,0,0.16140949740850366,1.183645357594713,0.6577015662833091,0.636
binary,1000,0.99,0.14235506434931824,Lasso,1,1.0795917359361,0.0933571587738198,0.8966117047394132,1.2625717671327867,0.36596006239337353,1.0250707836299358,0.07959173593610003,1,0.16323938487094214,1.1092576072323177,0.6507602667964693,0.644
binary,1000,0.99,0.15013512539770416,Lasso,2,1.0262260732409834,0.09856069417263466,0.8330471126626194,1.2194050338193474,0.38635792115672796,1.034973181865847,0.02622607324098336,1,0.16351682500829962,1.2367799801825314,0.659578465805861,0.661
binary,1000,0.99,0.14828304950678242,Lasso,3,1.2064172805525655,0.09226572973790803,1.0255764502662656,1.3872581108388653,0.36168166057259965,1.030924656294035,0.20641728055256547,0,0.16472630848377087,1.1656357212653425,0.6582685989239248,0.664
binary,1000,0.99,0.14959153819247037,Lasso,4,1.251268706917654,0.0997846629323584,1.0556907675702316,1.4468466462650764,0.3911558786948448,1.0313126439090832,0.251268706917654,0,0.16676685580494252,1.3370512524372429,0.6654288454185314,0.645
binary,1000,0.99,0.1434805633294098,RF_Tuned,0,0.8915340262362386,0.08634902498608053,0.7222899372635208,1.0607781152089564,0.3384881779454356,1.056901326735264,-0.10846597376376144,1,0.11587039436099238,0.7811144261938971,0.6485535362325411,0.666
binary,1000,0.99,0.14272299531242016,RF_Tuned,1,0.9484102867231823,0.08496243994576796,0.7818839044294771,1.1149366690168874,0.3330527645874103,1.0769160170295655,-0.05158971327681772,1,0.12171467476377475,0.8070345954422367,0.660642259420096,0.653
binary,1000,0.99,0.1459702949845129,RF_Tuned,2,1.1410381604707018,0.08080035321439785,0.9826694681704821,1.2994068527709217,0.31673738460043965,1.0949011201646373,0.14103816047070183,1,0.12205877578222903,0.8581490142927138,0.6494605938142417,0.648
binary,1000,0.99,0.1520045063508647,RF_Tuned,3,0.9120357051259682,0.08244931710349657,0.750435043603115,1.0736363666488216,0.3232013230457066,1.0735717506842777,-0.08796429487403179,1,0.12978160504845998,0.7894621680658263,0.6643251695812205,0.681
binary,1000,0.99,0.14602599228472327,RF_Tuned,4,0.9990403978092564,0.08825001504496,0.8260703683211348,1.172010427297378,0.34594005897624314,1.117758000935305,-0.0009596021907436469,1,0.12760458107203781,0.8411884759037829,0.6560816156443424,0.662
binary,1000,0.95,0.16477006485534407,Oracle,0,0.9587857201004079,0.0763696831538859,0.8091011411187915,1.108470299082024,0.2993691579632326,1.233895902999086,-0.04121427989959214,1,0.0,0.0,0.6689487114721057,0.653
binary,1000,0.95,0.17587186412929795,Oracle,1,0.9826658491052683,0.07109366946816524,0.8433222569476645,1.1220094412628723,0.2786871843152078,1.2165462796592108,-0.01733415089473167,1,0.0,0.0,0.6616378769018934,0.647
binary,1000,0.95,0.1621070895967133,Oracle,2,1.0858443728208267,0.07442478856163301,0.939971787240026,1.2317169584016274,0.2917451711616015,1.1813486883195148,0.08584437282082669,1,0.0,0.0,0.6721824741779802,0.662
binary,1000,0.95,0.16273553806144614,Oracle,3,0.9528763404118662,0.07289030654202884,0.8100113395894897,1.0957413412342427,0.28573000164475304,1.141466788811634,-0.047123659588133804,1,0.0,0.0,0.6645645788090082,0.675
binary,1000,0.95,0.16731596814584038,Oracle,4,1.099390151947577,0.0707250164127752,0.9607691197785376,1.2380111841166164,0.27724206433807874,1.1759914415325399,0.09939015194757705,1,0.0,0.0,0.6698688763021965,0.661
binary,1000,0.95,0.18560175861514996,OLS,0,1.0941832626409345,0.10056228973105318,0.8970811747680703,1.2912853505137987,0.3942041757457284,1.0638004656021827,0.09418326264093446,1,0.1726200982311474,1.1603194200912408,0.6614589062355304,0.672
binary,1000,0.95,0.1677466688030818,OLS,1,1.2421923726360993,0.10256631933968827,1.0411623867303104,1.4432223585418882,0.4020599718115778,0.9951323019395415,0.24219237263609927,0,0.1756745925102195,1.2420459594187203,0.6665999202615576,0.679
binary,1000,0.95,0.1710557894854279,OLS,2,1.2204595131711038,0.09706804243728624,1.0302061499940227,1.4107128763481849,0.38050672635416216,1.0361446227451696,0.2204595131711038,0,0.1729172216827632,1.1949466356316325,0.6611322311876171,0.682
binary,1000,0.95,0.17476850964088428,OLS,3,1.0823944100586431,0.09727409855652494,0.8917371768878543,1.273051643229432,0.38131446634157784,1.0358300318383622,0.08239441005864312,1,0.1737245555912684,1.2262453797921118,0.6716605383237073,0.675
binary,1000,0.95,0.16038287643463486,OLS,4,1.0495441634569291,0.10087533581840893,0.8518285052528476,1.2472598216610107,0.3954313164081631,1.0202888468093754,0.049544163456929136,1,0.17376625870123744,1.168184265497488,0.6620307063334776,0.646
binary,1000,0.95,0.15699061336474718,Lasso,0,1.1254735586694613,0.09768311848145382,0.9340146464458118,1.3169324708931107,0.38291782444729894,1.0618944093535927,0.1254735586694613,1,0.1707092275232247,1.2047375493834156,0.6691262586609291,0.633
binary,1000,0.95,0.16051609056008756,Lasso,1,1.1666371192197982,0.09838899672149179,0.9737946856456743,1.359479552793922,0.3856848671482478,1.0526269439621412,0.16663711921979818,1,0.1659355581152457,1.2295950625188803,0.6717727247841992,0.664
binary,1000,0.95,0.17167799789405608,Lasso,2,1.2092130114823534,0.09763741059045233,1.0178436867250669,1.40058233623964,0.38273864951457304,1.0446320011819528,0.20921301148235338,0,0.17136215956040315,1.298095176006272,0.6755665882596765,0.676
binary,1000,0.95,0.16883034557344542,Lasso,3,1.0723916492168155,0.09741859259628134,0.881451207728104,1.263332090705527,0.38188088297742295,1.0290992551208094,0.07239164921681551,1,0.17525488755236746,1.1737172539197656,0.6548568246678204,0.666
binary,1000,0.95,0.15908425850604038,Lasso,4,1.2964729920272422,0.10429008574723198,1.0920644239626676,1.5008815600918168,0.4088171361291493,1.0467242507028514,0.2964729920272422,0,0.16934357180192472,1.315828517392937,0.667674614962589,0.65
binary,1000,0.95,0.16559092115259572,RF_Tuned,0,1.0279558020030206,0.0806414991203744,0.8698984637270868,1.1860131402789544,0.31611467655186765,1.0757397924972372,0.027955802003020613,1,0.12321142206048144,0.781550843040082,0.6679410273956852,0.661
binary,1000,0.95,0.15804076326414285,RF_Tuned,1,1.213619787648251,0.08309140777838993,1.0507606284026068,1.3764789468938954,0.3257183184912886,1.1006012152098383,0.21361978764825107,0,0.12133260595538418,0.6951664251611192,0.6648778665274409,0.662
binary,1000,0.95,0.1679767518064678,RF_Tuned,2,0.9336785798589279,0.08208073026986068,0.772800348530001,1.0945568111878548,0.32175646265785374,1.0857257421856399,-0.06632142014107212,1,0.12155652218365647,0.7828326716691805,0.6744400378954968,0.667
binary,1000,0.95,0.17930309216055412,RF_Tuned,3,1.007539698644442,0.08265375659719093,0.8455383357139479,1.1695410615749362,0.3240027258609883,1.1549128225502823,0.007539698644442039,1,0.12408812471793504,0.8277536989414245,0.662297703039268,0.685
binary,1000,0.95,0.1719035201812083,RF_Tuned,4,0.9232759730368251,0.08329080475558652,0.7600259957158755,1.0865259503577747,0.3264999546418992,1.0940268388959196,-0.07672402696317493,1,0.1266718260320257,0.7257219129812315,0.6634706333897458,0.672
binary,1000,0.9,0.1893868890774824,Oracle,0,0.9156721729945215,0.06685393648301728,0.7846384574878077,1.0467058885012355,0.2620674310134278,1.1817520557202779,-0.08432782700547847,1,0.0,0.0,0.6825875790082258,0.684
binary,1000,0.9,0.1787599681282711,Oracle,1,1.1030828926792662,0.07621866022583089,0.9536943186366377,1.2524714667218948,0.2987771480852571,1.2557946702213982,0.10308289267926618,1,0.0,0.0,0.6706156839295035,0.665
binary,1000,0.9,0.17764048749548284,Oracle,2,0.9066975449972292,0.07425408476859346,0.761159538850786,1.0522355511436725,0.2910760122928865,1.1975215730809463,-0.09330245500277079,1,0.0,0.0,0.6707588927707079,0.677
binary,1000,0.9,0.20605253113387267,Oracle,3,1.0426602917881336,0.07465623559629482,0.8963340700193957,1.1889865135568713,0.29265244353747566,1.230756150791135,0.042660291788133575,1,0.0,0.0,0.6736025666057467,0.693
binary,1000,0.9,0.1732603621303923,Oracle,4,0.9969509749096693,0.07207112863090198,0.8556915627931014,1.1382103870262372,0.2825188242331358,1.2198415933691058,-0.0030490250903306704,1,0.0,0.0,0.6799888061261342,0.672
binary,1000,0.9,0.1963482099190868,OLS,0,1.1313276920355448,0.10435417597591608,0.9267935071227493,1.3358618769483404,0.409068369825591,1.0608425666665406,0.13132769203554484,1,0.17415524039491473,1.1266834546141626,0.654859860006723,0.688
binary,1000,0.9,0.17292943506846548,OLS,1,1.3514767138661021,0.0997433475544064,1.1559797526594655,1.5469736750727388,0.39099392241327324,1.0527946009169662,0.35147671386610213,0,0.17756104384512522,1.215582347204903,0.6707623940670366,0.663
binary,1000,0.9,0.18196873158662097,OLS,2,1.01961111785412,0.10154688311995451,0.8205792269390092,1.2186430087692308,0.3980637818302216,1.0633004032024043,0.019611117854120064,1,0.18437086152224885,1.2287678285350188,0.6686945935501327,0.646
binary,1000,0.9,0.1865143870371066,OLS,3,1.2828296501976968,0.10312383633606555,1.0807069309790083,1.4849523694163853,0.40424543843737704,1.0393489629889552,0.2828296501976968,0,0.177617537698531,1.2390541885049067,0.6933136352202108,0.718
binary,1000,0.9,0.196870750477795,OLS,4,1.2436769996476909,0.10603276081721934,1.035852788445941,1.4515012108494407,0.41564842240349975,1.057889774781427,0.24367699964769085,0,0.17911849992010315,1.3381461800718968,0.6729976671713923,0.686
binary,1000,0.9,0.18529552382513104,Lasso,0,1.1732725923260114,0.09133635260218705,0.9942533412257248,1.352291843426298,0.3580385022005732,1.0186381938020543,0.17327259232601144,1,0.18081917680200857,1.1925932550897231,0.670469225333849,0.674
binary,1000,0.9,0.18841249050717612,Lasso,1,1.4710432343509856,0.09634267013255018,1.2822116008911872,1.659874867810784,0.37766326691959673,1.0057087157604803,0.4710432343509856,0,0.18421653595306267,1.2727463273670403,0.6856413066249559,0.688
binary,1000,0.9,0.18515953613051647,Lasso,2,1.2097381539400953,0.09691449617897753,1.0197857414292995,1.3996905664508912,0.37990482502159173,1.0573745242064514,0.20973815394009532,0,0.17811396183728306,1.3143598889964399,0.6649141438308728,0.661
binary,1000,0.9,0.1914718782717166,Lasso,3,1.2993749806693116,0.0963169588117626,1.110593741398257,1.4881562199403662,0.3775624785421092,1.032379776975254,0.29937498066931156,0,0.1853739358419404,1.2280544214004518,0.6720860256111967,0.688
binary,1000,0.9,0.1836674875985961,Lasso,4,1.1967928778494594,0.0974158595662997,1.005857793099512,1.3877279625994068,0.3818701694998947,1.060052630200226,0.19679287784945942,0,0.1762382779681234,1.229170786842691,0.6759390114672212,0.677
binary,1000,0.9,0.1963482099190868,RF_Tuned,0,1.0603614865287108,0.0865124660966855,0.8907970529792072,1.2299259200782144,0.33912886709900725,1.0851934852018599,0.06036148652871076,1,0.12982354805433396,0.6197953785943131,0.654859860006723,0.688
binary,1000,0.9,0.17550665033255977,RF_Tuned,1,0.9677248753568858,0.08345108461148515,0.8041607495183749,1.1312890011953967,0.32712825167702175,1.0415453394142837,-0.03227512464311422,1,0.13220994440745515,0.7696733835613121,0.6755066424516809,0.673
binary,1000,0.9,0.20391613420713378,RF_Tuned,2,0.9613246412950053,0.08192823346310199,0.8007453037073253,1.1219039788826852,0.3211586751753599,1.1101377326309112,-0.03867535870499472,1,0.13102194879256368,0.7616376796884899,0.6722698515066993,0.699
binary,1000,0.9,0.17813655954922739,RF_Tuned,3,1.0797101441316772,0.08139220927287188,0.9201814139568483,1.2392388743065061,0.3190574603496579,1.0951722023166617,0.07971014413167721,1,0.122291665184601,0.5979569372443633,0.6795239598710557,0.673
binary,1000,0.9,0.1861965516866686,RF_Tuned,4,1.0407378070949909,0.07807409940447317,0.8877125722622234,1.1937630419277583,0.30605046966553484,1.135198922895747,0.04073780709499086,1,0.11481708476553437,0.6731981244636066,0.6818310828949079,0.689
binary,1000,0.8,0.19713888501609414,Oracle,0,0.992117759195474,0.0754840385150571,0.844169043705962,1.1400664746849858,0.29589743097902377,1.227988074578632,-0.007882240804526042,1,0.0,0.0,0.6859553004896932,0.683
binary,1000,0.8,0.1875584215181131,Oracle,1,1.078936584878053,0.07419688788462683,0.9335106846241844,1.2243624851319215,0.29085180050773707,1.2948116484521854,0.078936584878053,1,0.0,0.0,0.699251678426058,0.69
binary,1000,0.8,0.20736536858345644,Oracle,2,0.956460728026939,0.07517472430145927,0.8091182683960789,1.1038031876577992,0.29468491926172025,1.228902008020773,-0.043539271973060956,1,0.0,0.0,0.6858533306286275,0.715
binary,1000,0.8,0.19813074256998525,Oracle,3,0.9759587953307796,0.07190955120745426,0.8350160749641692,1.1169015156973898,0.28188544073322064,1.2974227605478836,-0.02404120466922044,1,0.0,0.0,0.6856751368252159,0.667
binary,1000,0.8,0.20656626554694993,Oracle,4,1.0461011870251231,0.07617850002823309,0.8967913269697863,1.19541104708046,0.2986197201106737,1.2772839158052882,0.046101187025123114,1,0.0,0.0,0.6872832873672716,0.685
binary,1000,0.8,0.20110310961817954,OLS,0,1.2303685692155595,0.09739682024289864,1.0394708015394782,1.4212663368916407,0.3817955353521625,1.012048120007478,0.23036856921555948,0,0.19218427963566223,1.1983408412178609,0.6777483436047521,0.669
binary,1000,0.8,0.20529289503622555,OLS,1,1.2503431131331462,0.10195403197321913,1.0505132104656367,1.4501730158006556,0.3996598053350189,1.0197621642225467,0.25034311313314617,0,0.19277849513044182,1.3681677412373157,0.6918205746775438,0.684
binary,1000,0.8,0.23262763299198885,OLS,2,1.1776784084667016,0.10667471958723637,0.9685959580757183,1.3867608588576847,0.41816490078196644,1.0335247327971888,0.17767840846670158,1,0.19394421985736207,1.3578808922106684,0.6969549906327609,0.732
binary,1000,0.8,0.22389120761696168,OLS,3,1.2456558866093486,0.09915914876598272,1.0513039550280223,1.4400078181906748,0.3887038631626525,1.061438925948858,0.24565588660934856,0,0.18957810316195883,1.2545337086374633,0.6889053485789687,0.694
binary,1000,0.8,0.21185063568262047,OLS,4,1.1189487283722295,0.0971427316571868,0.9285489743241433,1.3093484824203157,0.38079950809617236,1.0600126479611645,0.11894872837222947,1,0.18438799138176665,1.2793010315504623,0.6932000771147057,0.701
binary,1000,0.8,0.20180357023726786,Lasso,0,1.271240687352812,0.10147724756198614,1.072345282131319,1.4701360925743048,0.3977908104429857,1.0321386793304481,0.2712406873528119,0,0.18690426364409068,1.2305886034832718,0.6871884837651895,0.686
binary,1000,0.8,0.2080006455186912,Lasso,1,1.1574936145531665,0.09709906006432246,0.9671794568270944,1.3478077722792385,0.38062831545214415,1.045757808155328,0.15749361455316646,1,0.18106520949783564,1.263751705434108,0.6893541460254923,0.701
binary,1000,0.8,0.22112874231298849,Lasso,2,1.356285342646052,0.09953723323357794,1.1611923655082392,1.5513783197838646,0.3901859542756254,1.0447553635489606,0.35628534264605194,0,0.19307295247722858,1.1852292082918674,0.69281929530304,0.698
binary,1000,0.8,0.20636285873812643,Lasso,3,1.4467134044900898,0.10016060847869072,1.250398611871856,1.6430281971083236,0.3926295852364676,1.035951154707683,0.4467134044900898,0,0.19277707502323163,1.29155453669563,0.6832049325765713,0.698
binary,1000,0.8,0.2169516309337051,Lasso,4,1.1077910412743404,0.10244631413071995,0.9069962655781293,1.3085858169705515,0.40158955139242225,1.0375193885769913,0.10779104127434036,1,0.18984117778083623,1.194469214295946,0.6908322406680591,0.701
binary,1000,0.8,0.2080103388183991,RF_Tuned,0,0.8666567633425374,0.07976799884655027,0.7103114856032988,1.023002041081776,0.31269055547847713,1.1545406670967615,-0.13334323665746262,1,0.13058097643205743,0.5935205292000589,0.6901138000060661,0.699
binary,1000,0.8,0.20032513995601622,RF_Tuned,1,1.0079596278378318,0.08404717307967643,0.8432271686016659,1.1726920870739976,0.3294649184723317,1.118352583244034,0.007959627837831773,1,0.13719722483133873,0.6841591996050473,0.6843119493767209,0.691
binary,1000,0.8,0.21532203181844067,RF_Tuned,2,0.8184983577462126,0.08845991882024327,0.6451169168585358,0.9918797986338894,0.34676288177535364,1.1480421187051275,-0.1815016422537874,0,0.13240986511520939,0.6621039261268842,0.6874392327352862,0.688
binary,1000,0.8,0.20471688477460862,RF_Tuned,3,0.883096629522463,0.08394527771257669,0.7185638852058127,1.0476293738391134,0.32906548863330065,1.121815025706765,-0.11690337047753696,1,0.1388985717544137,0.638840436996579,0.6790577307019399,0.686
binary,1000,0.8,0.19990170440565205,RF_Tuned,4,0.9313311316383966,0.08495160987650385,0.7648259762804491,1.0978362869963443,0.33301031071589515,1.0874551544751394,-0.06866886836160335,1,0.1405468229403698,0.6524000970536808,0.68536861705661,0.687
binary,1000,0.7,0.22051928136470386,Oracle,0,1.0093091558599314,0.078273511813782,0.8558930727049187,1.162725239014944,0.3068321663100254,1.1794106396372426,0.009309155859931417,1,0.0,0.0,0.6866899993868986,0.703
binary,1000,0.7,0.2483980318273309,Oracle,1,0.8916736001679592,0.07399844637354443,0.7466366452758121,1.0367105550601061,0.29007390978429404,1.2353671596811922,-0.10832639983204084,1,0.0,0.0,0.6902101944029414,0.718
binary,1000,0.7,0.23629492247917866,Oracle,2,1.0544702327753883,0.07765501817323761,0.9022663971558427,1.206674068394934,0.3044076712390913,1.2786116381212282,0.054470232775388316,1,0.0,0.0,0.6992886709191168,0.709
binary,1000,0.7,0.23098227874394367,Oracle,3,1.0269832882936052,0.07885433816578535,0.8724287854886659,1.1815377910985445,0.30910900560987864,1.3309752153901746,0.02698328829360519,1,0.0,0.0,0.6857052914441004,0.684
binary,1000,0.7,0.2100722424389273,Oracle,4,1.0649134390311248,0.07374056667733522,0.9203819283435477,1.2094449497187019,0.28906302137515416,1.2780517448227036,0.06491343903112479,1,0.0,0.0,0.689119865577056,0.669
binary,1000,0.7,0.21135490684090547,OLS,0,1.3179941324348192,0.09980874936734607,1.122368983674821,1.5136192811948175,0.3912502975199965,1.0253430980876383,0.3179941324348192,0,0.19392171462723518,1.2274438487338222,0.6972481894100897,0.691
binary,1000,0.7,0.23441657586389972,OLS,1,1.1905181933701818,0.10444652701717899,0.985803000416511,1.3952333863238526,0.4094303859073416,1.052561424054584,0.19051819337018183,1,0.19568267130094866,1.2946288802581598,0.6827462988375987,0.684
binary,1000,0.7,0.2233463436851001,OLS,2,1.2419851052715503,0.10471740004872834,1.0367390011760427,1.4472312093670578,0.4104922081910152,1.0465240014010013,0.24198510527155026,0,0.1933445766184571,1.2891874554064213,0.6878721784560752,0.689
binary,1000,0.7,0.23098227874394367,OLS,3,1.2001395460763982,0.10074445896877904,1.0026804064975912,1.3975986856552052,0.394918279157614,1.0459301205647025,0.20013954607639817,0,0.19991781645805612,1.2564459302894386,0.6857052914441004,0.684
binary,1000,0.7,0.22827977006811728,OLS,4,1.143521331844591,0.09969441149265458,0.948120285318988,1.338922378370194,0.39080209305120606,1.0455963848220975,0.14352133184459093,1,0.18999088809307216,1.305365285815223,0.6956621875843388,0.709
